	st_name	st_date	st_place	st_knownfor	st_awards_wins	st_awards_nominations	st_link	st_awards_link
1150	" Kate Bosworth
(I)
"	1983-1-2	Los Angeles, California, USA	['Superman Returns', '21', 'Win a Date with Tad Hamilton!', 'Blue Crush']	4	10	https://www.imdb.com/name/nm0098378/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0098378/awards?ref_=nm_ql_2
1151	" Frances McDormand
"	1957-6-23	Gibson City, Illinois, USA	['Three Billboards Outside Ebbing, Missouri', 'Fargo', 'Moonrise Kingdom', 'Almost Famous']	89	87	https://www.imdb.com/name/nm0000531/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000531/awards?ref_=nm_ql_2
1152	" Joel David Moore
"	1977-9-25	Portland, Oregon, USA	"['Avatar', 'Dodgeball: A True Underdog Story', ""Grandma's Boy"", 'Youth in Oregon']"	2	2	https://www.imdb.com/name/nm0601376/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0601376/awards?ref_=nm_ql_2
1153	" Djimon Hounsou
"	1964-4-24	Cotonou, Benin	['Blood Diamond', 'Guardians of the Galaxy', 'Gladiator', 'In America']	16	21	https://www.imdb.com/name/nm0005023/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0005023/awards?ref_=nm_ql_2
1154	" Saffron Burrows
"	1972-10-22	London, England, UK	['Deep Blue Sea', 'Troy', 'The Bank Job', 'Reign Over Me']	0	3	https://www.imdb.com/name/nm0004787/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0004787/awards?ref_=nm_ql_2
1155	" Charlize Theron
"	1975-8-7	Benoni, Transvaal, South Africa	['Monster', 'Mad Max: Fury Road', 'Snow White and the Huntsman', 'Atomic Blonde']	60	109	https://www.imdb.com/name/nm0000234/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000234/awards?ref_=nm_ql_2
1156	" Zooey Deschanel
"	1980-1-17	Los Angeles, California, USA	"['New Girl', '(500) Days of Summer', 'The Happening', ""The Hitchhiker's Guide to the Galaxy""]"	7	37	https://www.imdb.com/name/nm0221046/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0221046/awards?ref_=nm_ql_2
1157	" Miley Cyrus
"	1992-11-23	Franklin, Tennessee, USA	['Hannah Montana', 'Hannah Montana: The Movie', 'The Last Song', 'LOL']	22	50	https://www.imdb.com/name/nm1415323/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1415323/awards?ref_=nm_ql_2
1158	" Jessica Lucas
(II)
"	1985-9-24	Vancouver, British Columbia, Canada	['Cloverfield', 'The Covenant', 'Evil Dead', 'Pompeii']	NA	NA	https://www.imdb.com/name/nm1140300/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1140300/awards?ref_=nm_ql_2
1159	" James Marsden
(I)
"	1973-9-18	Stillwater, Oklahoma, USA	['Hairspray', 'X-Men', 'Enchanted', '27 Dresses']	6	12	https://www.imdb.com/name/nm0005188/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0005188/awards?ref_=nm_ql_2
1160	" John Turturro
"	1957-2-28	Brooklyn, New York City, New York, USA	['Barton Fink', 'Fading Gigolo', 'O Brother, Where Art Thou?', 'Quiz Show']	18	32	https://www.imdb.com/name/nm0001806/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0001806/awards?ref_=nm_ql_2
1161	" Lina Leandersson
"	1995-9-27	Falun, Dalarnas län, Sweden	['Let the Right One In', 'Ömheten', 'The Arbiter', 'Gomorron']	2	8	https://www.imdb.com/name/nm2968351/?ref_=adv_li_st_1	https://www.imdb.com/name/nm2968351/awards?ref_=nm_ql_2
1162	" Jennifer Connelly
(I)
"	1970-12-12	Catskill Mountains, New York, USA	['A Beautiful Mind', 'Requiem for a Dream', 'House of Sand and Fog', 'The Rocketeer']	15	25	https://www.imdb.com/name/nm0000124/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000124/awards?ref_=nm_ql_2
1163	" Vanessa Lachey
"	1980-11-9	Clark Air Force Base, Philippines	['Disaster Movie', 'Fantastic Four: Rise of the Silver Surfer', 'How I Met Your Mother', 'Dads']	0	1	https://www.imdb.com/name/nm0591373/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0591373/awards?ref_=nm_ql_2
1164	" Leonardo Sbaraglia
"	1970-6-30	Sáenz Peña, Tres de Febrero, Buenos Aires, Argentina	['Intacto', 'O Silêncio do Céu', 'Relatos salvajes', 'Burnt Money']	13	18	https://www.imdb.com/name/nm0768614/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0768614/awards?ref_=nm_ql_2
1165	" Kim Cattrall
"	1956-8-21	Liverpool, England, UK	['Sex and the City 2', 'Sex and the City', 'Star Trek VI: The Undiscovered Country', 'Sex and the City']	9	25	https://www.imdb.com/name/nm0000326/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000326/awards?ref_=nm_ql_2
1166	" Simon Yam
"	1955-3-19	Hong Kong	['PTU', 'Lara Croft Tomb Raider: The Cradle of Life', 'Hak se wui', 'Yip Man']	8	21	https://www.imdb.com/name/nm0945189/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0945189/awards?ref_=nm_ql_2
1167	" Michael Fassbender
"	1977-4-2	Heidelberg, Baden-Württemberg, West Germany	['Shame', 'Prometheus', 'X: First Class', 'Steve Jobs']	76	141	https://www.imdb.com/name/nm1055413/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1055413/awards?ref_=nm_ql_2
1168	" Ralph Fiennes
"	1962-12-22	Ipswich, Suffolk, England, UK	"['The Grand Budapest Hotel', 'The Constant Gardener', ""Schindler's List"", 'Harry Potter and the Deathly Hallows: Part 2']"	38	103	https://www.imdb.com/name/nm0000146/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000146/awards?ref_=nm_ql_2
1169	" Samuel L. Jackson
"	1948-12-21	Washington, District of Columbia, USA	['Pulp Fiction', 'The Hateful Eight', 'Snakes on a Plane', 'Jackie Brown']	37	84	https://www.imdb.com/name/nm0000168/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000168/awards?ref_=nm_ql_2
1170	" Joan Allen
(I)
"	1956-8-20	Rochelle, Illinois, USA	['Room', 'Pleasantville', 'Death Race', 'Nixon']	33	64	https://www.imdb.com/name/nm0000260/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000260/awards?ref_=nm_ql_2
1171	" Rachel Weisz
"	1970-3-7	Westminster, London, England, UK	['The Constant Gardener', 'The Lobster', 'The Favourite', 'The Mummy']	41	73	https://www.imdb.com/name/nm0001838/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0001838/awards?ref_=nm_ql_2
1172	" Jena Malone
"	1984-11-21	Sparks, Nevada, USA	['Contact', 'The Hunger Games: Mockingjay - Part 2', 'The Neon Demon', 'The Hunger Games: Catching Fire']	12	20	https://www.imdb.com/name/nm0540441/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0540441/awards?ref_=nm_ql_2
1173	" Colm Feore
"	1958-8-22	Boston, Massachusetts, USA	['Chicago', 'The Chronicles of Riddick', 'Thor', 'Bon Cop Bad Cop']	6	11	https://www.imdb.com/name/nm0272173/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0272173/awards?ref_=nm_ql_2
1110	" Jason Segel
"	1980-1-18	Los Angeles, California, USA	['Forgetting Sarah Marshall', 'The Muppets', 'The End of the Tour', 'Sex Tape']	7	27	https://www.imdb.com/name/nm0781981/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0781981/awards?ref_=nm_ql_2
1111	" Cate Blanchett
"	1969-5-14	Melbourne, Victoria, Australia	['Carol', 'Elizabeth', 'Blue Jasmine', 'The Aviator']	152	185	https://www.imdb.com/name/nm0000949/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000949/awards?ref_=nm_ql_2
1112	" James McAvoy
"	1979-4-21	Glasgow, Scotland, UK	['Atonement', 'Filth', 'Split', 'The Last King of Scotland']	17	32	https://www.imdb.com/name/nm0564215/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0564215/awards?ref_=nm_ql_2
1113	" David Thewlis
"	1963-3-20	Blackpool, Lancashire, England, UK	['Naked', 'Harry Potter and the Deathly Hallows: Part 2', 'Wonder Woman', 'Kingdom of Heaven']	7	12	https://www.imdb.com/name/nm0000667/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000667/awards?ref_=nm_ql_2
1114	" Mylène Jampanoï
"	1980-7-12	Aix-en-Provence, Bouches-du-Rhône, France	['Martyrs', 'Hereafter', '36th Precinct', 'Laurence Anyways']	0	1	https://www.imdb.com/name/nm1227864/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1227864/awards?ref_=nm_ql_2
1115	" Olga Kurylenko
"	1979-11-14	Berdyansk, Zaporozhye Oblast, Ukrainian SSR, USSR [now Zaporizhia Oblast, Ukraine]	['Oblivion', 'Quantum of Solace', 'Hitman', 'Vampire Academy']	2	5	https://www.imdb.com/name/nm1385871/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1385871/awards?ref_=nm_ql_2
1116	" Ralph Fiennes
"	1962-12-22	Ipswich, Suffolk, England, UK	"['The Grand Budapest Hotel', 'The Constant Gardener', ""Schindler's List"", 'Harry Potter and the Deathly Hallows: Part 2']"	38	103	https://www.imdb.com/name/nm0000146/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000146/awards?ref_=nm_ql_2
1117	" Anthony Mackie
"	1978-9-23	New Orleans, Louisiana, USA	['The Hurt Locker', 'Captain America: The Winter Soldier', 'Captain America: Civil War', 'The Adjustment Bureau']	7	30	https://www.imdb.com/name/nm1107001/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1107001/awards?ref_=nm_ql_2
1118	" Bee Vang
(I)
"	1991-11-4	Fresno, California, USA	['Gran Torino', 'Sunset on Dawn/Kho Neeg', 'Thao Does Walt: Lost Scenes from Gran Torino', 'Our New President']	NA	NA	https://www.imdb.com/name/nm3057402/?ref_=adv_li_st_1	https://www.imdb.com/name/nm3057402/awards?ref_=nm_ql_2
1119	" Freida Pinto
"	1984-10-18	Bombay, Maharashtra, India [now Mumbai, Maharashtra, India]	['Slumdog Millionaire', 'Rise of the Planet of the Apes', 'Immortals', 'You Will Meet a Tall Dark Stranger']	3	7	https://www.imdb.com/name/nm2951768/?ref_=adv_li_st_1	https://www.imdb.com/name/nm2951768/awards?ref_=nm_ql_2
1120	" Brendan Gleeson
"	1955-3-29	Dublin, Ireland	['The Guard', 'Calvary', 'In Bruges', 'Cold Mountain']	14	43	https://www.imdb.com/name/nm0322407/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0322407/awards?ref_=nm_ql_2
1121	" Russell Crowe
"	1964-4-7	Wellington, New Zealand	['Les Misérables', 'Gladiator', 'A Beautiful Mind', 'L.A. Confidential']	36	74	https://www.imdb.com/name/nm0000128/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000128/awards?ref_=nm_ql_2
1122	" Maggie Grace
(I)
"	1983-9-21	Columbus, Ohio, USA	['Taken', 'Lost', 'Fear the Walking Dead', 'Californication']	1	5	https://www.imdb.com/name/nm1192254/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1192254/awards?ref_=nm_ql_2
1123	" John C. Reilly
(I)
"	1965-5-24	Chicago, Illinois, USA	['Chicago', 'Wreck-It Ralph', 'Walk Hard: The Dewey Cox Story', 'Guardians of the Galaxy']	20	50	https://www.imdb.com/name/nm0000604/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000604/awards?ref_=nm_ql_2
1124	" Elissa Knight
(I)
"	1975-4-15	Santa Cruz, California, USA	['WALL·E', 'Cars', 'Inside Out', 'Up']	NA	NA	https://www.imdb.com/name/nm2264184/?ref_=adv_li_st_1	https://www.imdb.com/name/nm2264184/awards?ref_=nm_ql_2
1125	" Scarlett Johansson
"	1984-11-22	New York City, New York, USA	['Lost in Translation', 'Her', 'The Avengers', 'Under the Skin']	40	142	https://www.imdb.com/name/nm0424060/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0424060/awards?ref_=nm_ql_2
1126	" Kate Winslet
"	1975-10-5	Reading, Berkshire, England, UK	['Eternal Sunshine of the Spotless Mind', 'Titanic', 'Revolutionary Road', 'Sense and Sensibility']	87	155	https://www.imdb.com/name/nm0000701/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000701/awards?ref_=nm_ql_2
1127	" Clark Duke
"	1985-5-5	Glenwood, Arkansas, USA	['The Croods', 'Hot Tub Time Machine', 'Kick-Ass 2', 'Hot Tub Time Machine 2']	0	3	https://www.imdb.com/name/nm0241173/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0241173/awards?ref_=nm_ql_2
1128	" Sarah Bolger
(I)
"	1991-2-28	Dublin, Ireland	['In America', 'The Spiderwick Chronicles', 'The Moth Diaries', 'The Lazarus Effect']	4	18	https://www.imdb.com/name/nm0092961/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0092961/awards?ref_=nm_ql_2
1129	" Liv Tyler
"	1977-7-1	New York City, New York, USA	['Armageddon', 'The Lord of the Rings: The Return of the King', 'The Lord of the Rings: The Fellowship of the Ring', 'The Strangers']	13	20	https://www.imdb.com/name/nm0000239/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000239/awards?ref_=nm_ql_2
1130	" Jet Li
"	1963-4-26	Beijing, China	['The One', 'Fearless', 'Unleashed', 'Kiss of the Dragon']	6	15	https://www.imdb.com/name/nm0001472/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0001472/awards?ref_=nm_ql_2
1131	" Steven Strait
(I)
"	1986-3-23	New York City, New York, USA	['The Covenant', '10,000 BC', 'Sky High', 'After']	0	1	https://www.imdb.com/name/nm1711829/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1711829/awards?ref_=nm_ql_2
1132	" Scarlett Johansson
"	1984-11-22	New York City, New York, USA	['Lost in Translation', 'Her', 'The Avengers', 'Under the Skin']	40	142	https://www.imdb.com/name/nm0424060/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0424060/awards?ref_=nm_ql_2
1133	" Elizabeth Banks
(II)
"	1974-2-10	Pittsfield, Massachusetts, USA	['The Hunger Games', 'The Hunger Games: Mockingjay - Part 1', 'Love & Mercy', 'The Hunger Games: Catching Fire']	13	35	https://www.imdb.com/name/nm0006969/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0006969/awards?ref_=nm_ql_2
1134	" Rosario Dawson
"	1979-5-9	New York City, New York, USA	['Rent', 'The Lego Batman Movie', 'Eagle Eye', 'Alexander']	11	44	https://www.imdb.com/name/nm0206257/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0206257/awards?ref_=nm_ql_2
1135	" Tom Wilkinson
(I)
"	1948-2-5	Wharfedale, West Riding of Yorkshire, England, UK	['Michael Clayton', 'In the Bedroom', 'The Grand Budapest Hotel', 'The Full Monty']	24	70	https://www.imdb.com/name/nm0929489/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0929489/awards?ref_=nm_ql_2
1136	" Cate Blanchett
"	1969-5-14	Melbourne, Victoria, Australia	['Carol', 'Elizabeth', 'Blue Jasmine', 'The Aviator']	152	185	https://www.imdb.com/name/nm0000949/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000949/awards?ref_=nm_ql_2
1137	" Julie Benz
"	1972-5-1	Pittsburgh, Pennsylvania, USA	['Dexter', 'Hawaii Five-0', 'Defiance', 'Rambo']	3	5	https://www.imdb.com/name/nm0004748/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0004748/awards?ref_=nm_ql_2
1138	" Marisa Tomei
"	1964-12-4	Brooklyn, New York City, New York, USA	['My Cousin Vinny', 'The Wrestler', 'In the Bedroom', 'The Ides of March']	26	52	https://www.imdb.com/name/nm0000673/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000673/awards?ref_=nm_ql_2
1139	" Ian McShane
(I)
"	1942-9-29	Blackburn, Lancashire, England, UK	['Deadwood', 'Pirates of the Caribbean: On Stranger Tides', 'Kung Fu Panda', 'Snow White and the Huntsman']	4	22	https://www.imdb.com/name/nm0574534/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0574534/awards?ref_=nm_ql_2
1140	" Zooey Deschanel
"	1980-1-17	Los Angeles, California, USA	"['New Girl', '(500) Days of Summer', 'The Happening', ""The Hitchhiker's Guide to the Galaxy""]"	7	37	https://www.imdb.com/name/nm0221046/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0221046/awards?ref_=nm_ql_2
1141	" Elizabeth Banks
(II)
"	1974-2-10	Pittsfield, Massachusetts, USA	['The Hunger Games', 'The Hunger Games: Mockingjay - Part 1', 'Love & Mercy', 'The Hunger Games: Catching Fire']	13	35	https://www.imdb.com/name/nm0006969/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0006969/awards?ref_=nm_ql_2
1142	" Bill Nighy
"	1949-12-12	Caterham, Surrey, England, UK	"['Love Actually', ""Pirates of the Caribbean: Dead Man's Chest"", 'Page Eight', 'About Time']"	15	29	https://www.imdb.com/name/nm0631490/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0631490/awards?ref_=nm_ql_2
1143	" Colin Hanks
"	1977-11-24	Sacramento, California, USA	['King Kong', 'Orange County', 'Untraceable', 'The House Bunny']	1	8	https://www.imdb.com/name/nm0004988/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0004988/awards?ref_=nm_ql_2
1144	" Philip Seymour Hoffman
(1967–2014)
"	1967-7-23	Fairport, New York, USA	"['The Master', 'Capote', ""Charlie Wilson's War"", 'Almost Famous']"	90	99	https://www.imdb.com/name/nm0000450/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000450/awards?ref_=nm_ql_2
1145	" Samuel L. Jackson
"	1948-12-21	Washington, District of Columbia, USA	['Pulp Fiction', 'The Hateful Eight', 'Snakes on a Plane', 'Jackie Brown']	37	84	https://www.imdb.com/name/nm0000168/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000168/awards?ref_=nm_ql_2
1146	" Anne Hathaway
"	1982-11-12	Brooklyn, New York City, New York, USA	['Les Misérables', 'The Dark Knight Rises', 'Rachel Getting Married', 'Love & Other Drugs']	65	105	https://www.imdb.com/name/nm0004266/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0004266/awards?ref_=nm_ql_2
1147	" Kelly Adams
(III)
"	1979-10-16	Lincoln, Lincolnshire, England, UK	['Bronson', 'Hustle', 'Holby City', 'Casualty']	NA	NA	https://www.imdb.com/name/nm1433549/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1433549/awards?ref_=nm_ql_2
1148	" Samantha Morton
(I)
"	1977-5-13	Nottingham, Nottinghamshire, England, UK	['Minority Report', 'The Messenger', 'Synecdoche, New York', 'In America']	21	61	https://www.imdb.com/name/nm0608090/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0608090/awards?ref_=nm_ql_2
1149	" Skandar Keynes
(I)
"	1991-9-5	London, England, UK	['The Chronicles of Narnia: The Lion, the Witch and the Wardrobe', 'The Chronicles of Narnia: The Voyage of the Dawn Treader', 'The Chronicles of Narnia: Prince Caspian', 'The Chronicles of Narnia']	1	3	https://www.imdb.com/name/nm1342727/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1342727/awards?ref_=nm_ql_2
1150	" Kate Bosworth
(I)
"	1983-1-2	Los Angeles, California, USA	['Superman Returns', '21', 'Win a Date with Tad Hamilton!', 'Blue Crush']	4	10	https://www.imdb.com/name/nm0098378/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0098378/awards?ref_=nm_ql_2
1151	" Frances McDormand
"	1957-6-23	Gibson City, Illinois, USA	['Three Billboards Outside Ebbing, Missouri', 'Fargo', 'Moonrise Kingdom', 'Almost Famous']	89	87	https://www.imdb.com/name/nm0000531/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000531/awards?ref_=nm_ql_2
1152	" Joel David Moore
"	1977-9-25	Portland, Oregon, USA	"['Avatar', 'Dodgeball: A True Underdog Story', ""Grandma's Boy"", 'Youth in Oregon']"	2	2	https://www.imdb.com/name/nm0601376/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0601376/awards?ref_=nm_ql_2
1153	" Djimon Hounsou
"	1964-4-24	Cotonou, Benin	['Blood Diamond', 'Guardians of the Galaxy', 'Gladiator', 'In America']	16	21	https://www.imdb.com/name/nm0005023/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0005023/awards?ref_=nm_ql_2
1154	" Saffron Burrows
"	1972-10-22	London, England, UK	['Deep Blue Sea', 'Troy', 'The Bank Job', 'Reign Over Me']	0	3	https://www.imdb.com/name/nm0004787/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0004787/awards?ref_=nm_ql_2
1155	" Charlize Theron
"	1975-8-7	Benoni, Transvaal, South Africa	['Monster', 'Mad Max: Fury Road', 'Snow White and the Huntsman', 'Atomic Blonde']	60	109	https://www.imdb.com/name/nm0000234/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000234/awards?ref_=nm_ql_2
1156	" Zooey Deschanel
"	1980-1-17	Los Angeles, California, USA	"['New Girl', '(500) Days of Summer', 'The Happening', ""The Hitchhiker's Guide to the Galaxy""]"	7	37	https://www.imdb.com/name/nm0221046/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0221046/awards?ref_=nm_ql_2
1157	" Miley Cyrus
"	1992-11-23	Franklin, Tennessee, USA	['Hannah Montana', 'Hannah Montana: The Movie', 'The Last Song', 'LOL']	22	50	https://www.imdb.com/name/nm1415323/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1415323/awards?ref_=nm_ql_2
1158	" Jessica Lucas
(II)
"	1985-9-24	Vancouver, British Columbia, Canada	['Cloverfield', 'The Covenant', 'Evil Dead', 'Pompeii']	NA	NA	https://www.imdb.com/name/nm1140300/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1140300/awards?ref_=nm_ql_2
1159	" James Marsden
(I)
"	1973-9-18	Stillwater, Oklahoma, USA	['Hairspray', 'X-Men', 'Enchanted', '27 Dresses']	6	12	https://www.imdb.com/name/nm0005188/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0005188/awards?ref_=nm_ql_2
1160	" John Turturro
"	1957-2-28	Brooklyn, New York City, New York, USA	['Barton Fink', 'Fading Gigolo', 'O Brother, Where Art Thou?', 'Quiz Show']	18	32	https://www.imdb.com/name/nm0001806/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0001806/awards?ref_=nm_ql_2
1161	" Lina Leandersson
"	1995-9-27	Falun, Dalarnas län, Sweden	['Let the Right One In', 'Ömheten', 'The Arbiter', 'Gomorron']	2	8	https://www.imdb.com/name/nm2968351/?ref_=adv_li_st_1	https://www.imdb.com/name/nm2968351/awards?ref_=nm_ql_2
1162	" Jennifer Connelly
(I)
"	1970-12-12	Catskill Mountains, New York, USA	['A Beautiful Mind', 'Requiem for a Dream', 'House of Sand and Fog', 'The Rocketeer']	15	25	https://www.imdb.com/name/nm0000124/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000124/awards?ref_=nm_ql_2
1163	" Vanessa Lachey
"	1980-11-9	Clark Air Force Base, Philippines	['Disaster Movie', 'Fantastic Four: Rise of the Silver Surfer', 'How I Met Your Mother', 'Dads']	0	1	https://www.imdb.com/name/nm0591373/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0591373/awards?ref_=nm_ql_2
1164	" Leonardo Sbaraglia
"	1970-6-30	Sáenz Peña, Tres de Febrero, Buenos Aires, Argentina	['Intacto', 'O Silêncio do Céu', 'Relatos salvajes', 'Burnt Money']	13	18	https://www.imdb.com/name/nm0768614/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0768614/awards?ref_=nm_ql_2
1165	" Kim Cattrall
"	1956-8-21	Liverpool, England, UK	['Sex and the City 2', 'Sex and the City', 'Star Trek VI: The Undiscovered Country', 'Sex and the City']	9	25	https://www.imdb.com/name/nm0000326/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000326/awards?ref_=nm_ql_2
1166	" Simon Yam
"	1955-3-19	Hong Kong	['PTU', 'Lara Croft Tomb Raider: The Cradle of Life', 'Hak se wui', 'Yip Man']	8	21	https://www.imdb.com/name/nm0945189/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0945189/awards?ref_=nm_ql_2
1167	" Michael Fassbender
"	1977-4-2	Heidelberg, Baden-Württemberg, West Germany	['Shame', 'Prometheus', 'X: First Class', 'Steve Jobs']	76	141	https://www.imdb.com/name/nm1055413/?ref_=adv_li_st_1	https://www.imdb.com/name/nm1055413/awards?ref_=nm_ql_2
1168	" Ralph Fiennes
"	1962-12-22	Ipswich, Suffolk, England, UK	"['The Grand Budapest Hotel', 'The Constant Gardener', ""Schindler's List"", 'Harry Potter and the Deathly Hallows: Part 2']"	38	103	https://www.imdb.com/name/nm0000146/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000146/awards?ref_=nm_ql_2
1169	" Samuel L. Jackson
"	1948-12-21	Washington, District of Columbia, USA	['Pulp Fiction', 'The Hateful Eight', 'Snakes on a Plane', 'Jackie Brown']	37	84	https://www.imdb.com/name/nm0000168/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000168/awards?ref_=nm_ql_2
1170	" Joan Allen
(I)
"	1956-8-20	Rochelle, Illinois, USA	['Room', 'Pleasantville', 'Death Race', 'Nixon']	33	64	https://www.imdb.com/name/nm0000260/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0000260/awards?ref_=nm_ql_2
1171	" Rachel Weisz
"	1970-3-7	Westminster, London, England, UK	['The Constant Gardener', 'The Lobster', 'The Favourite', 'The Mummy']	41	73	https://www.imdb.com/name/nm0001838/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0001838/awards?ref_=nm_ql_2
1172	" Jena Malone
"	1984-11-21	Sparks, Nevada, USA	['Contact', 'The Hunger Games: Mockingjay - Part 2', 'The Neon Demon', 'The Hunger Games: Catching Fire']	12	20	https://www.imdb.com/name/nm0540441/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0540441/awards?ref_=nm_ql_2
1173	" Colm Feore
"	1958-8-22	Boston, Massachusetts, USA	['Chicago', 'The Chronicles of Riddick', 'Thor', 'Bon Cop Bad Cop']	6	11	https://www.imdb.com/name/nm0272173/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0272173/awards?ref_=nm_ql_2
1174	" Dominic West
(I)
"	1969-10-15	Sheffield, Yorkshire, England, UK	['The Wire', 'Chicago', 'Punisher: War Zone', 'Tomb Raider']	9	14	https://www.imdb.com/name/nm0922035/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0922035/awards?ref_=nm_ql_2
1175	" Chris Rock
(I)
"	1965-2-7	Andrews, South Carolina, USA	['Top Five', 'The Longest Yard', 'Lethal Weapon 4', 'Head of State']	19	64	https://www.imdb.com/name/nm0001674/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0001674/awards?ref_=nm_ql_2
1176	" Bob Hoskins
(I)
(1942–2014)
"	1942-10-26	Bury St. Edmunds, Suffolk, England, UK	['The Long Good Friday', 'Who Framed Roger Rabbit', 'Mona Lisa', 'Super Mario Bros.']	23	15	https://www.imdb.com/name/nm0001364/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0001364/awards?ref_=nm_ql_2
1177	" Seann William Scott
"	1976-10-3	Cottage Grove, Minnesota, USA	"['American Pie', 'American Wedding', ""Dude, Where's My Car?"", 'American Pie 2']"	5	8	https://www.imdb.com/name/nm0005405/?ref_=adv_li_st_1	https://www.imdb.com/name/nm0005405/awards?ref_=nm_ql_2
